date,player,1st_order_CON_score,2nd_order_CON_score,full_CON_score,pagerank,closeness,in_degree,out_degree,betweenness
2january2024,RaunakSadhwani2005,20,285,442,0.010771575929890304,0.20422055820285911,5,6,0.03208785068584783
2january2024,joppie2,11,217,333,0.014310220127037964,0.16989145823501653,6,4,0.030074623632728618
2january2024,arctic_t00,8,198,278,0.001161018529502756,0.0,0,1,0.0
2january2024,Gabrielian_Artur,7,100,142,0.001161018529502756,0.0,0,1,0.0
2january2024,Bigfish1995,16,302,480,0.011485466700481627,0.18787182966287444,5,5,0.022291262491548624
2january2024,Elsa167,22,350,512,0.0022039826828321725,0.14840465001236705,1,4,0.00607189281556024
2january2024,honestgames,8,194,269,0.0032633451123237956,0.15698587127158556,1,2,0.006020896270703688
2january2024,Rodalquilar,11,158,245,0.00308554257589605,0.1724303094166108,1,2,0.005252103540867708
2january2024,baag,2,68,93,0.001161018529502756,0.0,0,1,0.0
2january2024,sergoy,23,426,606,0.009624104404325387,0.16582220175034548,3,4,0.02002199239323703
2january2024,SaqoChess_Coach,2,42,65,0.001161018529502756,0.0,0,1,0.0
2january2024,mr_gustavo,10,208,291,0.001161018529502756,0.0,0,1,0.0
2january2024,messiboca,5,63,97,0.005519139252334119,0.18075918859208678,2,1,0.005375434353887737
2january2024,sergiochess83,7,11,45,0.002147856716445492,0.004273504273504274,1,2,0.0030813249697369868
2january2024,Hrant_ChessMood,21,359,510,0.007604642341227323,0.21010855608731177,4,4,0.02586079398445479
2january2024,VladimirKramnik,14,76,205,0.011442023650874999,0.19639934533551553,5,7,0.03137005327634798
2january2024,SchmakAttack,0,0,0,0.002529077662958579,0.18397407819221223,1,0,0.0
2january2024,FormerProdigy,6,56,121,0.011757773226631086,0.18863969817648293,4,3,0.020034378569923843
2january2024,Byniolus,2,102,146,0.008284103591287506,0.1856052794390596,6,1,0.013857498763133188
2january2024,Adar_07,3,35,58,0.005791056180788228,0.1547056295659648,2,1,0.007411651193977595
2january2024,Maxfan2008,5,96,142,0.001161018529502756,0.0,0,1,0.0
2january2024,arenal72,0,0,0,0.001161018529502756,0.0,0,1,0.0
2january2024,JoakimVonAnd,4,86,120,0.001161018529502756,0.0,0,1,0.0
2january2024,gahryman,0,0,0,0.0020890129730474264,0.13553172652882237,1,0,0.0
2january2024,chessdjw,4,47,91,0.0034538453183549263,0.14667535853976532,1,1,0.003457319980925131
2january2024,Jagerrmeisterr,11,227,331,0.001161018529502756,0.0,0,2,0.0
2january2024,IM_ArthurDW08,13,200,305,0.0028517778601742463,0.16864986414316502,1,3,0.00522588255888575
2january2024,CaspiIsrael,0,0,0,0.004202931961403422,0.14056653966292523,1,0,0.0
2january2024,Janosik,8,74,150,0.005789215209206412,0.19045603639826472,3,3,0.012776376218656392
2january2024,DenLaz,0,0,0,0.002147856716445492,0.004273504273504274,1,0,0.0
